gene1	gene2	llmsa	count
AHCYL1	CFH	17.478674943218124	2733
BRCA1	SYT1	17.473811737617382	203920
PAK1	TUBGCP4	17.45617254246038	71848
ABI2	CISD2	17.437290371423185	9512
HVCN1	RALGPS1	17.436799298576673	58722
APP	LHPP	17.4348371861622	63780
MAP2K1	PREP	17.429916256105315	38780
FGFR1	IRF3	17.42236328634843	20597
PDLIM4	PHF13	17.420692826369674	32054
CDKN3	NR0B2	17.41887819230226	30009
CKS1B	LMAN1	17.41474338544168	11028
HSPBP1	MMAA	17.407410705756845	49413
GALM	GMDS	17.406516880056927	28138
NUDT16	RNF41	17.393788739299524	13358
AGFG1	SEC24A	17.393402740180704	257308
IDE	TPRKB	17.390593844869386	51132
GNAI3	NEK9	17.39012934159651	100304
NR2F2	RAB5A	17.387497496668175	13815
DDI1	NUMBL	17.379342340626195	87524
EIF4A3	SEC24A	17.378366597432077	52510
ATAT1	NLGN4X	17.37476156333254	49573
HNRNPL	ITPK1	17.372937511053607	75204
GLOD4	MAPRE3	17.370620571933785	35198
GRHPR	ZDHHC17	17.347937709502062	54128
CBX3	CDC16	17.347291262299578	34717
ADAT2	SNX1	17.341998989683333	28770
ARG2	LCMT1	17.337649858416896	40192
ADARB1	ATXN2	17.333668072259	275112
FOLR2	TASP1	17.320048450900288	39448
CYGB	GDA	17.31691329565507	38412
SNRPD1	ZHX2	17.30605803669701	23734
MPDZ	VAMP2	17.3047234040925	88570
PPME1	SUV39H1	17.302382301912118	50225
ATG4A	SPIN1	17.297009901763573	26466
DDX39B	DDX52	17.2941958082194	203050
BTRC	NFE2L2	17.274314097670043	76308
CHMP1A	DNMT3B	17.270675701169893	47818
ATF2	TP73	17.262627408210648	110799
SEPT3	SULT1B1	17.254012433602682	19032
NUMBL	P4HB	17.23896259155434	134728
SPON1	SULT1B1	17.231767348441977	45303
DPYS	RPS27A	17.231174673879636	5080
KYNU	RPA3	17.229247870346228	23101
CARM1	PARP16	17.222030936787334	58370
SEPT2	SLC9A3R1	17.217457278794498	33350
LASP1	SYTL2	17.216170299990736	125747
NXT1	VPS25	17.213651032053292	10440
CENPA	GSPT1	17.211429980375556	6296
GALE	PHF13	17.206103516486337	46994
CSNK1G1	MAD2L1BP	17.204345949687834	30896
AK1	CCNK	17.202496548331396	35430
TNNT2	UBE2T	17.187740175079	15555
DDX3X	TBX3	17.178294143416878	127682
PCTP	PRNP	17.17326757238294	22504
SPG7	TP63	17.151715959309357	142036
CASC3	ETFA	17.14832636287997	77748
ACTR8	PRPF8	17.13988982492924	82465
EYA2	PRPS1	17.13855920071785	21605
PSPC1	VPS25	17.135966628743844	37350
APLP1	CDK6	17.135403586595487	56021
MYO10	PPP2R1A	17.12785615703909	232515
RALGPS1	VCL	17.112496941212754	120701
BTBD2	CHMP4B	17.102930911037475	22954
KIF9	WDR92	17.09846076082124	105925
RAB5A	TBC1D1	17.08587192850051	51335
ADSL	CHMP4C	17.074949245123868	41561
CAPN7	TOM1L1	17.0738120610292	86415
MAP2K5	PPME1	17.0724868989244	31801
FEN1	MSRB1	17.071729473908576	21085
CPSF4	PMM1	17.059732309150803	16112
GRB2	TRAPPC4	17.057280170277622	11902
AGFG1	PPIA	17.056823786863575	24460
NAGS	NHP2L1	17.04675584190531	9178
CCBL1	CUTA	17.04499655924228	31677
NSUN5	RALGPS1	17.044097152058924	91622
FANCE	LEPR	17.040409527342746	16298
SMAD3	ZAP70	17.039881211400285	69086
ERI3	STRADA	17.03499868664084	35430
PMM2	STX10	17.02383949485079	24336
CKS2	STIP1	17.01389225853012	15043
PTGIS	SPIN1	16.99686861749811	29554
CDK5	HPGDS	16.994998057769287	7712
CTNND1	FOLR2	16.989208254208677	137150
NFE2L2	RUNX1	16.987527936065675	142704
CPSF7	TYMS	16.986730171443128	50744
PTPRN2	TYMP	16.980426339343182	56674
ABHD14B	UBE2Q2	16.975135677563372	26762
MCIDAS	SMAP2	16.96509313865365	55464
APITD1	ARHGEF4	16.951516894559063	17831
MPP7	RELA	16.94687731239634	72288
SF3B14	ZBTB7A	16.94439987494627	5580
GATM	NDEL1	16.934090418123546	40216
HIBADH	PRCP	16.931853822506497	47564
DCLRE1B	HPGDS	16.91932503128652	12808
CYP2R1	POLD3	16.915889568240488	101777
AMPH	IST1	16.899414422233235	60448
CCDC101	DPY30	16.87886248622243	8772
CBX1	CHIA	16.87865375861145	40291
NAALAD2	P4HB	16.87477257691158	157867
BCAP31	FOS	16.872629744533327	49289
DCAF12	EPHB3	16.870608627560465	104283
ACVR1	FGF19	16.8565659079824	30978
KRIT1	RRAGC	16.85591806438046	48936
ARF6	ELMO1	16.847928178686004	13585
ANK1	TXNL4A	16.837331378306317	22641
AGFG1	DYRK1A	16.835225844903732	100999
ARHGAP20	BRAF	16.831398858259405	239036
ARF5	UPF2	16.829277514525785	61280
PEX19	RBM17	16.811135953630355	25825
PARP2	RAC3	16.805187543811115	37109
HIF1AN	PHF1	16.80320471963239	91408
GAN	PARP2	16.799334943207214	112157
POLR2D	TNK2	16.77265011970735	28552
LGR4	TCF3	16.771075060403376	314881
INADL	NGB	16.76726159456402	101531
PEX19	VTI1B	16.762742622946206	23159
FYN	SNRPF	16.754077276020745	3805
FGF1	KLHL7	16.750376105718033	28305
INPP5E	TIA1	16.74016008582427	76760
CACNA1C	TYMP	16.73865615724992	205474
API5	SUMO3	16.729351373229626	8811
CALM3	NR5A2	16.721556172792873	3954
ERCC3	ME2	16.712962119846125	106457
ARL1	FGFR3	16.696471615091163	18938
KCNK9	NUDT16L1	16.677121295782413	30138
EPHB4	SMAD2	16.675522306303407	79680
RGS2	RRAGC	16.667056117625563	15897
CPSF3	PGAM1	16.65739688290944	25922
DMC1	PDCD10	16.652742341187686	9931
GSTA2	POLR2G	16.641353200541374	2960
HVCN1	PHF2	16.640453302021626	129985
CIB1	NCK1	16.633854819935976	15588
DUSP19	TRAPPC4	16.626679900602312	17782
HPGDS	TDRD3	16.613551994992747	21922
HNRNPL	OS9	16.610335867108844	65060
BLVRB	FKBP4	16.610248193818535	38653
NMNAT1	SNX24	16.602090283730092	13044
HAAO	SCML2	16.598163183755815	23945
MCPH1	MSN	16.582352103373296	14374
BDH2	GNAI1	16.576969819299194	18322
RCVRN	WDYHV1	16.5696589424723	18390
LGR4	UCHL3	16.567410995156585	82818
FOXM1	UBE2J2	16.554173195132776	53634
KDR	SRP54	16.534382092775097	98210
PARP12	UCHL3	16.53361989627745	45200
ERG	THRB	16.520699412764934	42862
PIP4K2A	SENP8	16.51849270719479	29078
RAD52	RLBP1	16.511873527558322	22001
MAPK3	VRK2	16.5112775320993	32689
DYNLRB1	RAB5A	16.503716716418346	2775
CDKN2D	UGDH	16.50334231958962	17773
RAB11B	RIN3	16.503187866060074	49035
PANK1	TKT	16.49783607190448	69900
PPIH	PTGIS	16.494542394537447	11214
CD44	IST1	16.491768159062957	16824
DDX3X	PLEKHA3	16.489321514924967	60130
SHMT1	WIF1	16.481929809783765	46924
SPRED1	WARS	16.469197921499074	82553
MAPKAPK2	RAB9A	16.468761859841074	23950
FGF10	MTERFD1	16.468067008409264	37503
DCAF6	RAB28	16.452364914975888	58179
JUND	PDLIM5	16.4522990116064	23460
CTBP2	SPON1	16.44275046977973	89792
ADARB1	COTL1	16.43697957462706	31914
PPM1B	SMAD4	16.435210389768585	69993
OTUD1	PRKAA2	16.413625664651732	28455
MACROD2	PGR	16.40099013817928	40131
CLASP1	NR1I3	16.398806346731533	187466
CTNNB1	MTAP	16.39333955436869	38779
CSNK1G3	RAC1	16.388644255651144	5596
BMI1	CUL5	16.38623679979537	24070
DPYSL2	GALNS	16.37437434529912	84398
PACSIN2	SEC13	16.324778956734278	46637
IGBP1	OTUB1	16.32164022301727	43460
CBX3	ISG20	16.313345435263244	7025
AQP4	DPP7	16.3116227470966	64104
AK2	DCPS	16.305232001631154	17845
ARG2	RANBP3	16.304752605337256	58318
GMPS	PPP2R5C	16.30012426731006	63345
MELK	TBC1D22B	16.297373317095833	65631
MAPK8	RNPC3	16.292149677362552	60942
ATG5	IQGAP3	16.28851434416589	202379
CKS2	SNRPA	16.278855640114784	7542
CKMT2	PECR	16.258248074242886	20277
GMFG	RAD52	16.247042424413657	9236
LRRC4	NGB	16.227417372909386	43995
HRSP12	SNRPA	16.226109940752195	16110
CDC26	MGAM	16.218253591298378	64705
RAB35	TRADD	16.21741220250869	13012
HRSP12	PARD6A	16.21225488539494	25016
RPA3	SNX9	16.20324116516825	19005
MST4	PSIP1	16.198406004363008	52156
GLRX5	KAT8	16.19403252500993	17804
PANK3	TAF5	16.188348838057493	48741
CKS2	ESRRG	16.183857291073807	6533
MTAP	SLC9A3R1	16.174240718525226	35135
PABPN1	TPX2	16.146892579006412	38346
CCNK	KAT2B	16.137966002184193	100210
RAB21	TP73	16.135817173661792	27867
GNPDA1	PPT2	16.13200929480304	158044
APOA4	POLB	16.129426606010824	57314
CPSF6	MUM1	16.12435592806689	63624
NMNAT1	SHARPIN	16.11691793409412	21388
F2RL3	PCGF1	16.08352481996272	42193
GEMIN2	PMVK	16.069306102922887	13185
AHCYL1	DUSP26	16.063297275459107	21355
LIG4	RAB28	16.063297151289873	80731
MBD4	UROS	16.047210167749654	19690
L3MBTL2	RBBP9	16.041665654296487	27664
AHCYL1	UBQLN3	16.04009716903981	45633
DCX	SULT2B1	16.036914260910912	14338
EBF1	POLL	16.028220920896217	70094
RPL30	SACS	16.02230058406498	58303
MLYCD	PDLIM1	16.02084891829341	63148
GOSR2	IMPDH2	16.020138842910754	34522
CDA	CYGB	16.019584995732828	9525
SF3B14	VEGFC	16.015119226525847	3552
CLTC	NR2C2	16.012701862907235	103423
RNF43	VAPB	15.993525096917864	86376
BARD1	DUSP6	15.993154976804469	140192
SEPT3	SULT1A1	15.992576690787132	26643
HAAO	PMM2	15.985723130069132	6786
ADA	CHMP1B	15.976129707536266	38202
BAG5	HINT2	15.97463217010278	24604
IST1	SEPT3	15.967446067298567	30480
STX10	TCEA1	15.959108511047774	23632
CPSF7	STK3	15.955565075316102	82096
PLXNC1	UBE2I	15.93590250125743	38880
PIP4K2B	PPP2CA	15.927351348708044	6066
ACBD7	ADAP1	15.925004364569915	20620
PPARGC1A	RAB4B	15.916517032598264	58686
GALNS	NR2C2	15.91390233657495	96826
MUT	PHF2	15.909487781402674	211732
ALDH18A1	STK11	15.909396636283489	66876
DNMBP	NR2F2	15.900582785887394	277428
NIP7	RAB25	15.89633756994175	7999
DDX52	HOMER3	15.876136193113638	71285
PTPRN2	RGS17	15.86506694686284	42986
ANXA5	CLIC4	15.86418604237062	23493
APTX	DUSP5	15.850822422994185	65395
CCS	RANBP3	15.846252459699599	49651
ARG2	MUM1	15.845857500772127	48298
CHFR	MAD2L1BP	15.831987769268977	70154
GOSR2	NUP35	15.819638712664599	22607
DNM1L	MTHFS	15.810649552457392	33796
NUDT3	PTPN14	15.80175193472391	57022
SNX3	ZFPM1	15.782598476015963	33712
RAB26	SATB1	15.781588727540509	68796
GMNN	TBC1D20	15.777813573453301	29447
EDA	RBBP4	15.777516726518485	13607
CHN1	HIST1H1E	15.767223725756864	38225
EXOSC10	FGF8	15.761910362914563	68829
HMBS	SGTA	15.747283510999026	41746
BCL2L2	DHRS1	15.743303418397005	17591
EIF5	LYPLAL1	15.740705397290384	20817
CCNA2	MSL3	15.736081066097	58339
KIF16B	SNF8	15.720397308657937	114846
DCLRE1B	RAP1A	15.709912537340443	15734
CRYL1	STRADA	15.680811293088027	38760
EFNA2	GLRX3	15.678959254445488	20196
ATAT1	PSMD10	15.67289321508342	18451
ETS1	HSDL2	15.659341191789679	61549
PRPF19	UCHL1	15.656280507387308	32887
ARL5A	IL20RA	15.64259568001198	17513
ACADSB	KLC1	15.63312862784958	87286
HBEGF	UBE2V2	15.630212729447514	7353
ASL	RAF1	15.620437861337876	138455
DCAF12	ORC6	15.618697797497845	28755
FGFR1OP	TATDN1	15.608129922365194	39924
GFER	MAPRE3	15.60553562560888	18050
SNAP25	TAB1	15.605320360923862	17943
ARG2	RNF2	15.603009778786564	24788
GIPR	OARD1	15.58288938700025	23104
CXADR	NEK7	15.570546107663532	23538
CYP19A1	RNF41	15.56021032005291	75245
TERF2IP	TIRAP	15.55403115303045	19082
PGAM1	PRMT5	15.549335968648741	44270
ACTN1	MMACHC	15.541485615312496	52536
KIF9	SULT1E1	15.536945300810316	49992
ALKBH3	PTEN	15.515592861762784	13266
CIB1	IDH2	15.501648578647249	17102
CIAO1	MAD2L1	15.493651297663014	28217
DNAJC3	PPP2R5C	15.486844644238502	53224
RANBP1	RBBP9	15.481783712052476	6215
EIF2B5	RPRD1B	15.47382478724306	74062
EIF4E2	YOD1	15.472208808369281	11204
CDC16	TP53I3	15.458094771992677	93325
CCND1	UCK1	15.457627057017532	26167
MEIS2	TOM1L1	15.450896974965453	31549
AHCYL1	CCNT2	15.429774138315182	80939
CDC7	PPP2R4	15.425095206229848	62499
ACBD7	FAM105B	15.419599776077	14996
ILK	NUDT1	15.4127388097383	20996
CTNNB1	SOX9	15.392450963817865	87087
C11orf30	TASP1	15.386141650418729	173119
SCO1	TBX3	15.382774594384202	53923
MACROD2	SMN2	15.377405595095155	33839
DDX58	UBE2I	15.37208715353782	32163
KLC2	WDR61	15.360721238124121	49487
ATG16L1	DCK	15.360057926330356	53225
SRSF1	TDG	15.356136775249247	18532
ARTN	BROX	15.34301584467569	15636
MPP7	PDCD10	15.307537573203518	30832
IGF2BP1	TBP	15.300543597342624	33225
DLG2	TASP1	15.299225482664589	77484
TBP	ZFPM1	15.282328220887372	40472
DDB1	NFKBIA	15.270342726795349	66318
BTF3	KDM8	15.263571626735484	17171
API5	ARNT	15.26110907654953	112604
CLIC1	VPS25	15.260234168431495	241290
AIFM1	UCK2	15.252383486180221	33146
PPME1	TCF12	15.222170146088416	66577
BROX	CDA	15.220929762765287	15164
ANGPT2	ITGB1BP1	15.208248093474225	45036
STARD5	UBE2S	15.202549329655398	9749
DDX41	ETFB	15.176952546746605	32811
PLA2G16	SNRPD3	15.174322113682294	3611
EYA2	SEPHS1	15.173191667492432	37348
TNRC6C	UCHL3	15.166000473666791	162978
DDX10	RORA	15.150257381114443	93866
DCTD	SYTL4	15.14937906138789	38230
ANXA2	RNASEH2B	15.147076822631064	33921
C9orf89	TFDP1	15.146648718742362	11532
DAPK3	GSTZ1	15.144503804668943	42464
GPHN	TNFRSF21	15.131252214637389	97842
MAP3K5	RAB28	15.126558535873727	88994
FEV	TXNDC5	15.11494995226289	29633
CALM2	CLIP1	15.107518807645306	51816
PDE6D	PPIL2	15.100292004477446	7894
HDHD2	UBE2L3	15.096598697427083	8118
FNTA	PPP5C	15.062928507922976	37248
ETS1	SYNJ2BP	15.051303634693813	7297
S100A4	SRM	15.051215733950613	16032
DYRK1A	UBA2	15.044879614187856	81931
BARD1	SNRPA	15.043410288017924	94794
TLR4	U2AF1	15.042052767002417	39232
BCL2L2-PABPN1	CHMP3	15.035291006297257	20428
F2RL3	TRAPPC6B	15.03494792780819	29506
CYGB	PA2G4	15.017906435662795	36543
BTF3	CCND1	15.014238830373593	11869
CAMK1D	GSTZ1	15.013449046744483	18305
CDK6	EIF5A	15.009112796929514	13972
ACBD7	MVD	15.005195653339712	21679
MKNK2	S100A16	15.001685047481885	14664
NUDT14	POLB	14.985231911995953	26260
MCL1	TUBGCP4	14.967586501012754	31384
LHPP	SEPT2	14.964202342803262	24480
FAIM	PIR	14.958329382815236	14520
GOLPH3	NT5C	14.952646609154208	22596
ANKRA2	PRPF31	14.949109936922916	39104
MAP1LC3C	MMP16	14.949009828999522	33640
KIF22	NET1	14.936695461909224	120936
ATXN2	NUDC	14.93168635671168	121704
CYB5R4	DCUN1D1	14.91711661510552	22098
ASRGL1	TAF10	14.889631816992534	11570
CTNNBL1	RAB7A	14.886701721514456	6128
MBD4	RRAGC	14.865966681810079	25128
GALNT10	PDIA5	14.86453423918715	107816
HMOX2	PSPC1	14.860615368506458	71604
IMPA1	ITPA	14.855255216952969	16768
HLTF	RAB18	14.852496075812496	70893
PSME1	TXNL4B	14.851144581470805	8571
CCNA2	LTC4S	14.850076598458031	12245
APITD1	SRP54	14.845352668941388	4634
CUL5	VCPKMT	14.84403572804824	18994
NMT1	TBX1	14.842459763832863	37933
DHRS1	OSTF1	14.838835794050652	13715
DTD1	SMURF2	14.830142881856958	29697
MSRB1	TNFSF10	14.826919554304538	14119
CENPA	NME3	14.818622265084855	5214
CFH	PLEKHA4	14.812342329298588	343
BUB1	SEPHS1	14.792303391566037	44516
MLYCD	SET	14.782666794303992	15437
CRYL1	RARB	14.75906509516517	25990
PAPSS1	SUMO3	14.758021658046985	11244
MPG	SPOP	14.738096869098925	19167
ELMO1	RND3	14.721851950248805	34979
RBM17	TATDN3	14.697588651615732	19859
KYNU	RAD23A	14.694573629883593	38026
CDC7	RAB35	14.683374689178706	23255
PMVK	UPF2	14.66588694512393	47876
CASK	RNLS	14.654197727629139	42924
VCL	VHL	14.651460440322282	24738
RAB1A	STK3	14.650989421627663	7253
CST7	HMBOX1	14.644977385679617	18420
CHMP4B	TNFSF13B	14.62215379729247	20522
CTDSP1	TCEB2	14.611821586332525	7372
ARNTL	PPP1R13L	14.591614250928501	59860
AIMP1	CHMP1B	14.574838875524279	23875
APTX	FGF4	14.565616660579622	28452
CISD1	NSUN5	14.565087082112115	18790
DBF4	DYNLRB1	14.560488390684498	25744
GUCY1A3	TRAF4	14.559283778166389	148345
CDC14B	UNC119	14.550620901918037	24064
HDAC3	LNX1	14.529588896017216	57867
MAPK1	NCBP2	14.5214735362023	6594
GINS4	TUBGCP4	14.508823107725178	41352
SYMPK	VRK3	14.502283959106997	80459
RASEF	YWHAQ	14.50028000596754	84672
RRAD	SAT1	14.49740695266464	18492
GLRX5	HEXA	14.490230128831797	21050
CTNNBL1	RAD1	14.479977343219758	50230
PVRL2	SNX33	14.478747286579619	4094
PLEKHA4	STARD13	14.47683128206448	15152
CDC26	CLK1	14.476680684445299	22244
RAE1	VPS16	14.432444271518008	93421
LIMS1	P4HB	14.423871053396965	29979
AIFM1	BTF3	14.400873653431404	17143
CUTC	PTGES3	14.385013771432895	15760
ETF1	PDIA5	14.384991777674657	29485
ARFGEF1	DYNLRB1	14.382706195639592	31949
ARHGAP15	GALNT2	14.375839039919981	68354
HPGD	SPSB4	14.367593598583014	32158
DUT	SMS	14.362212498612763	13919
ACAT2	FEN1	14.362010879894456	65794
RUNX1	TRAPPC4	14.348492515113726	31060
IGF1R	MCFD2	14.348011414954868	80994
HDDC3	SNF8	14.33469677481942	16125
HDAC3	RPRD2	14.329615854238885	125642
FLCN	HDAC4	14.324439126905588	201748
BCAR1	TBCA	14.311198544448501	24333
PRNP	SGK1	14.29213858630979	29067
MEF2A	NME3	14.291387528217541	37300
BTRC	PPT2	14.283656496421656	165782
AURKA	SF3B14	14.27254317514894	3300
ORC6	USP2	14.266029072904018	61975
INSC	S100A3	14.265530498759887	8051
RAB5B	SEPT2	14.2635260293072	14850
ERI3	VAMP2	14.244241234192216	8104
LIMS1	TTC5	14.23897540580873	24898
ACTN1	PEA15	14.21277625524911	16566
ALKBH3	EIF5	14.201434469162905	16206
RRAGC	TCEB2	14.189203224677279	5118
DCTN6	PTPRN2	14.186430843881652	23616
CASK	SEPT3	14.177714049703887	32090
FNTA	RAD23A	14.173726908393505	22408
PAICS	TLE1	14.148065997874653	72572
BRK1	PRKCG	14.130384839936355	6769
DHRS11	RAMP1	14.128995369320933	14685
OTUD5	PAX5	14.10532679603132	26576
HSPB1	SEC13	14.089918345553173	21013
MVK	VPS26A	14.088684567261936	29454
CNTF	MAP3K3	14.07465244544349	47070
CYGB	ISG15	14.068881813458546	19659
CRTAM	NRP2	14.06234048103974	20414
DIRAS2	FGF12	14.050770933288291	5230
ARL6	ECI2	14.0239761163796	25223
PSMG3	YWHAQ	14.02051908422905	16618
FGF12	PDCD10	13.986863665572578	5388
ARL5A	CST7	13.973292679056826	4299
AK1	YES1	13.961485068542402	26271
GTF2B	MTHFS	13.960357951654458	6856
CDC25C	RNF41	13.944557127684433	26909
FKBP14	PDE6D	13.94120854212619	3688
GMDS	KCNQ1	13.939934379571987	43230
PUS10	UBE2G2	13.935018769782772	7526
BTBD2	WIF1	13.922759441227484	30518
HIBCH	SEC13	13.908648636348794	35541
HHIP	SNAP25	13.8990084699494	28578
ATOX1	VIM	13.892445197185289	13548
MAP2K5	TTC5	13.891376912275348	57307
CDK5	KLHL7	13.85691396758012	43532
CSNK2B	ZRANB2	13.846167198332868	30364
BROX	PPIH	13.844998800515555	10488
CDC42	HS3ST5	13.830584003025393	4652
EPHA4	HEG1	13.825046784213043	100736
AIF1	TCEB1	13.770144773403018	11414
MTPN	UCHL5	13.76784079920484	6783
SLBP	SRR	13.73257411550685	19534
GUCY1B3	NCK2	13.731300378505296	43502
ETV1	NDOR1	13.731040171403727	143170
ARHGAP20	EIF3J	13.713565196761365	89314
DIMT1	SMURF2	13.705016570822885	32193
CABP1	OGG1	13.696472933812977	22674
DYNLL1	GUSB	13.693349286762142	6879
MDC1	SENP8	13.681684593631076	13693
EPHA3	FOLR2	13.64121543145842	101171
ATL1	TPI1	13.628078756741331	43140
CALM2	SPTAN1	13.623160642061087	36164
MEPCE	TPK1	13.590412311230452	38001
DIRAS2	SIRT5	13.57418714111597	15841
LIMS1	SLAIN2	13.556467642154885	27711
EIF4G2	FANCE	13.547971754441548	10338
CUL1	STYX	13.541951511209902	15444
NR5A1	UBE2E1	13.529003505406607	17448
DBI	RTN4R	13.526822438666045	24963
GAPDHS	YY1	13.5236732032878	4256
PABPC1	PLA2G16	13.521853830639557	25881
ENOPH1	RAE1	13.518353591476604	23826
EPHA3	ERH	13.517807672648345	13632
IDO1	JUND	13.502657487140013	10657
FKBP3	TYMP	13.498637913443076	23353
BCL2L11	UBAP1	13.479338363902741	10327
NAA50	PHF8	13.471221557172022	22759
BCL2L11	PTPN13	13.465892248799406	47206
DYNLL1	PIP4K2C	13.459795609790746	4190
CYGB	ING5	13.44933960257044	15618
CASK	GPX5	13.406389438979211	24392
CYB5R4	RAE1	13.397831583866015	30328
GFRA3	RGS16	13.377916114864178	6417
BCL2	NUDT5	13.376281290321089	19299
BAK1	IL34	13.375877910161478	16366
SPOP	STIP1	13.374205307759581	37627
HSBP1	IL5RA	13.373422331339754	8802
DYNLL2	PEX5	13.373173973398245	4417
ARL2BP	UBB	13.367051007488783	5567
CUL4B	SET	13.345083953929915	18500
ENAH	MAP1LC3A	13.305504424311039	21162
RPSA	WDTC1	13.301490128995674	33270
SNRPA1	SNUPN	13.280897433398046	27280
DDI1	DPY30	13.280430700141125	11236
ARF5	WEE1	13.276818561866179	30976
CAMK2G	HEBP2	13.265183060848528	27634
ARF5	SIRT1	13.264377961039798	39758
FOXP3	LGALS2	13.259766519261376	14239
CDKL2	RAB21	13.24557857322894	16107
ACBD7	STYX	13.238146911498646	7343
AHCYL2	GPX5	13.22282236367792	21174
SRPK2	UFC1	13.189350775546785	23778
HMOX1	RBM8A	13.160620012387795	18249
ANTXR1	YWHAH	13.129634439621455	22833
C11orf54	CABP1	13.125120175432954	20840
PDE7A	SMAD2	13.12044024450887	30146
TOP1	TXNDC12	13.08071925153574	18811
MEIS2	PEX19	13.077953965176121	28435
CHMP1A	EIF4EBP2	13.058312156409563	7508
SPIN1	VCP	13.051753180627742	18823
MRI1	RBX1	13.050620603022836	2868
SNX24	UNG	13.02041590606359	12906
ARF6	NCBP2	13.020046325909902	4120
KLHL11	MDC1	13.006119071706138	27062
ARL6	CCND1	12.999676567139161	16015
GNAI1	TP53I3	12.98547269706851	39415
EZR	RAB7A	12.979476430202752	8558
NUDT16	SRPK2	12.966197570700714	25517
FGF13	OXSR1	12.94278760239989	16006
CYP2A6	DYNLL2	12.931659526036384	3835
TCEB1	TIMM44	12.930673648481118	8590
CDC16	TNFAIP6	12.923730303801328	51902
GEMIN7	PAICS	12.922194840231413	19898
GOSR2	NLGN4X	12.892333172243404	51901
HTATIP2	SUPT4H1	12.88640733909088	4970
LRRC4	MAD2L1	12.873711568086364	57101
DDX3X	UBE2G2	12.857485297799435	7626
POLR3C	SYNJ2BP	12.848676884978744	9793
BACH1	S100A16	12.843737947612112	31352
PDE4C	SNRPE	12.843291613172788	5977
DNMT3A	SNRPB	12.82099813301177	30006
DDB2	PEA15	12.817061967568996	13824
MUTYH	RRAGC	12.799494421191838	37590
CTNNBIP1	SSH2	12.798133969638883	38571
RNPS1	TBX1	12.780782637776426	28623
AIF1L	ERRFI1	12.779115325965137	29242
TP63	UBE2V2	12.754431263713059	24522
KIF2C	SYNJ2BP	12.751447903573037	11747
NLGN4X	TUBG1	12.715410543413327	47608
RPE	TBX1	12.710782628915496	18788
CKS2	RUVBL2	12.684076686878967	12268
ID2	IST1	12.66701528753336	13120
RND1	TNFAIP6	12.665648828946004	28555
DCC	S100A3	12.665277971690799	22036
CDKN2C	RAN	12.661202459466764	7324
ERP29	TBX5	12.655594388040242	46444
KRAS	SRSF1	12.628944711245126	2460
RAB11B	TNFSF10	12.622550964953291	13785
GRIN1	UBE2L3	12.6137942150757	34007
DDI1	TBX1	12.605972922844678	42595
CD5	KAT2A	12.605873960830962	18454
EIF4A2	TNFAIP6	12.60281098022213	21591
MMAA	UBE2L3	12.595736126334813	13968
ATG5	MBNL1	12.574578039311753	25941
GTF2B	PAICS	12.573864521186792	15093
GMFG	GPX4	12.5684130817382	13076
ACYP1	TSG101	12.564687804857726	11154
C9orf89	CFL1	12.55912577484905	8043
NMRAL1	PANK3	12.558050988880112	42150
CA7	ID2	12.543000256112464	14364
CBFB	DVL2	12.538019843470167	25705
CBX7	SNF8	12.534928849650939	22251
BTF3	MSL3	12.506955904168649	19275
FGF10	SNRPF	12.5064729919157	3528
DMAP1	GLTP	12.478090111868127	27124
ARF1	CDYL2	12.463609691028893	24104
KCTD5	NR1H4	12.45871589517985	39661
NEDD8	SCN5A	12.414627680918812	15426
BAI3	HAAO	12.412153998714317	36390
CCNK	TYMP	12.409026893215184	54340
FGFR2	SNRPD1	12.407019065977021	15300
CALM3	MINA	12.40368227776073	5442
COTL1	SNRPA1	12.388548883511945	8348
ERCC1	RSPO1	12.381673511904836	15270
NRAS	NUDT16	12.37073928912524	4053
EIF3K	LGALS9	12.363886615903311	12296
ATG16L1	GIMAP4	12.360572239220687	7013
CUTC	EIF5A	12.345360196933655	12565
BIRC7	DYRK1A	12.33674064871036	51453
CTNNBL1	EEF1E1	12.335111691271834	27234
SETD8	UNC119	12.323094477382135	13766
MAP2K4	PVRL4	12.318376879471025	8418
PDCD10	SULT1C2	12.311229196705852	14195
ATG16L1	OTUD5	12.301454305281325	44020
AP1G1	MYCBP	12.295950783992794	14598
PDE6G	RASL12	12.271401151095567	9411
PBX1	SLAIN2	12.247669872385188	50022
BTBD2	SGOL1	12.23189112272113	71005
LIMS1	SRI	12.197117356631367	10521
EIF4EBP2	TYW5	12.191903363473969	13041
INMT	NONO	12.141700079490079	8507
TATDN1	TRAPPC3	12.11288229570684	10675
PAH	RNASEH1	12.110742545858159	25600
EBF3	PEBP1	12.110230970676355	14742
API5	HSD11B1	12.108291462040839	25401
CDK8	TATDN3	12.079189078644134	9912
MAP1LC3C	PCGF1	12.026362409312384	14332
POR	SNAP25	11.9986050028076	30422
PBX1	WDYHV1	11.990703552869576	18795
RAB11FIP2	SNRPD2	11.97699229417185	15385
LGALS2	USP7	11.970560200209519	30106
CUTC	UCK2	11.924227846960903	18470
MTAP	SNRPB	11.913757387746351	8310
HRSP12	PPP2R2A	11.909260589519157	15282
SNF8	VHL	11.904008818459772	8395
UBE2D2	UTY	11.878946997198227	15760
MTOR	RMI2	11.830823334838108	22475
